V1	V2	mean
Acholeplasma_laidlawii_PG-8A	Acinetobacter_phage_Presley	186.25
Acholeplasma_laidlawii_PG-8A	Acinetobacter_phage_vB_AbaM_phiAbaA1	278.9
Acholeplasma_laidlawii_PG-8A	Aeromonas_phage_phiAS7	72.8
Acholeplasma_laidlawii_PG-8A	Azospirillum_phage_Cd	64.7
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_AR9	174.3
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_BCP8_2	221.5
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Belinda	163.5
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_BigBertha	146.35
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Bobb	244.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Bp8p_C	398.433333333333
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Deep_Blue	219.9
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phi4J1	103.2
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phiAGATE	232.72
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phiNIT1_DNA	233.94
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Shbh1	79.7
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Slash	85.9
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Spock	212.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Stahl	80.5
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Staley	83.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Stills	81.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_vB_BhaS_171	118.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_vB_BtS_BMBtp3	78.4
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Waukesha92	103.2
Acholeplasma_laidlawii_PG-8A	Brochothrix_phage_A9	55.8
Acholeplasma_laidlawii_PG-8A	Brucella_phage_Tb	72.8
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi12_1	79.3
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi14_2	173.3
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi17_2	158.3
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi39_1	142.1
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi4_1	159.5
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_c_st	123.2
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_phiCT19406C	76.05
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_phiCT453A	76.6
