V1	V2	mean
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_phiCTC2A	508.1
Acholeplasma_laidlawii_PG-8A	Enterobacteriaphage_UAB_Phi87	99.35
Acholeplasma_laidlawii_PG-8A	Idiomarinaceae_phage_Phi1M2_2	212.85
Acholeplasma_laidlawii_PG-8A	Klebsiella_phage_PKO111	161.4
Acholeplasma_laidlawii_PG-8A	Lactococcus_phage_98201	141.4
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_vB_SPuM_SP116	105.5
Achromobacter_xylosoxidans_strain_MN001	Cyanophage_S_TIM5	192.2
Acinetobacter_baumannii_AB307-0294	Prochlorococcus_phage_P_TIM68	205.85
Acinetobacter_johnsonii_XBB1	Bacillus_phage_AR9	135.2
Acinetobacter_sp__TTH0-4	Clostridium_phage_c_st	164.1
Acinetobacter_sp__TTH0-4	Cyanophage_S_TIM5	277.3
Acinetobacter_sp__TTH0-4	Idiomarinaceae_phage_Phi1M2_2	261.2
Acinetobacter_sp__TTH0-4	Vibrio_phage_pVp_1	167.9
Actinoplanes_sp__N902-109	Bacillus_phage_AR9	138.3
Actinoplanes_sp__N902-109	Bacillus_phage_JBP901	119.4
Actinoplanes_sp__N902-109	Caulobacter_phage_Cr30	360.9
Actinoplanes_sp__N902-109	Citrobacter_phage_SH2	125.5
Actinoplanes_sp__N902-109	Escherichia_phage_vB_EcoM_JS09	106.7
Actinoplanes_sp__N902-109	Escherichia_phage_vB_EcoM_VpaE1	127.9
Actinoplanes_sp__N902-109	Idiomarinaceae_phage_Phi1M2_2	296.45
Actinoplanes_sp__N902-109	Lactococcus_phage_98201	132.5
Actinoplanes_sp__N902-109	Planktothrix_phage_PaV_LD	265.8
Actinoplanes_sp__N902-109	Proteus_phage_PM_75	285.4
Actinoplanes_sp__N902-109	Streptococcus_phage_APCM01	126.4
Actinoplanes_sp__N902-109	Synechococcus_phage_S_CBS1	147.2
Aeromonas_salmonicida_subsp__salmonicida_A449	Bacillus_phage_JBP901	159.4
Aeromonas_salmonicida_subsp__salmonicida_A449	Burkholderia_phage_KS5	181.4
Aeromonas_salmonicida_subsp__salmonicida_A449	Citrobacter_phage_SH2	101.6
Aeromonas_salmonicida_subsp__salmonicida_A449	Cronobacter_phage_S13	209.5
Aeromonas_salmonicida_subsp__salmonicida_A449	Enterobacteria_phage_GEC_3S_complete_genome_95	284.6
Aeromonas_salmonicida_subsp__salmonicida_A449	Flavobacterium_phage_Fpv11	188.7
Aeromonas_salmonicida_subsp__salmonicida_A449	Geobacillus_phage_GBK2	114.55
Aeromonas_salmonicida_subsp__salmonicida_A449	Idiomarinaceae_phage_Phi1M2_2	237.3
Aeromonas_salmonicida_subsp__salmonicida_A449	Klebsiella_phage_PKO111	141.066666666667
Aeromonas_salmonicida_subsp__salmonicida_A449	Lactococcus_phage_98201	108.6
Aeromonas_salmonicida_subsp__salmonicida_A449	Lactococcus_phage_phiL47	135.2
Aeromonas_salmonicida_subsp__salmonicida_A449	Salmonella_phage_118970_sal2	253
Aeromonas_salmonicida_subsp__salmonicida_A449	Salmonella_phage_SJ46	268.5
Aeromonas_salmonicida_subsp__salmonicida_A449	Shigella_phage_SfIV	177.6
Aeromonas_salmonicida_subsp__salmonicida_A449	Synechococcus_phage_S_PM2	130.5
Aeromonas_salmonicida_subsp__salmonicida_A449	Vibrio_phage_ValKK3	359.7
Alteromonas_macleodii_strain_D7	Bacillus_phage_AR9	142.5
Alteromonas_macleodii_strain_D7	Bacillus_phage_JBP901	120.9
Alteromonas_macleodii_strain_D7	Bacillus_phage_Pony	119.8
Alteromonas_macleodii_strain_D7	Bacteriophage_APSE_2	142.9
Alteromonas_macleodii_strain_D7	Campylobacter_phage_PC14	137.8
Alteromonas_macleodii_strain_D7	Cronobacter_phage_phiES15	143.6
Alteromonas_macleodii_strain_D7	Cyanophage_PSS2	130.2
Alteromonas_macleodii_strain_D7	Cyanophage_S_TIM5	245.7
Alteromonas_macleodii_strain_D7	Erwinia_phage_PhiEaH1	110.9
Alteromonas_macleodii_strain_D7	Escherichia_phage_ECML_117	113.2
Alteromonas_macleodii_strain_D7	Escherichia_phage_MX01	406.3
Alteromonas_macleodii_strain_D7	Escherichia_phage_vB_EcoM_JS09	112.8
Alteromonas_macleodii_strain_D7	Flavobacterium_phage_Fpv11	208
Alteromonas_macleodii_strain_D7	Flavobacterium_phage_Fpv20	130.2
Alteromonas_macleodii_strain_D7	Idiomarinaceae_phage_Phi1M2_2	208.4
Alteromonas_macleodii_strain_D7	Lactobacillus_phage_PLE2	158.3
Alteromonas_macleodii_strain_D7	Lactococcus_phage_phiL47	148.7
Alteromonas_macleodii_strain_D7	Prochlorococcus_phage_P_TIM68	568.1
Alteromonas_macleodii_strain_D7	Proteus_phage_PM_75	289.6
Alteromonas_macleodii_strain_D7	Salmonella_phage_Fels_1	253
Alteromonas_macleodii_strain_D7	Staphylococcus_phage_phiSa119	148.6
Alteromonas_macleodii_strain_D7	Vibrio_phage_ValKK3	222.6
Arthrobacter_sp__Rue61a	Caulobacter_phage_Cr30	277.9
Arthrobacter_sp__Rue61a	Geobacillus_phage_GBSV1	649.4
Arthrobacter_sp__Rue61a	Idiomarinaceae_phage_Phi1M2_2	253.5
Arthrobacter_sp__Rue61a	Klebsiella_phage_PKO111	175.05
Arthrobacter_sp__Rue61a	Lactococcus_phage_phiL47	143.7
Arthrobacter_sp__Rue61a	Mycobacterium_phage_First	334.7
Azospirillum_brasilense_strain_Az39	Acinetobacter_phage_vB_AbaM_phiAbaA1	169.1
Azospirillum_brasilense_strain_Az39	Bacillus_phage_AR9	141.733333333333
Azospirillum_brasilense_strain_Az39	Bacillus_phage_JBP901	135.5
Azospirillum_brasilense_strain_Az39	Bacillus_phage_Pony	313.325
Azospirillum_brasilense_strain_Az39	Bacillus_phage_Spock	186.8
Azospirillum_brasilense_strain_Az39	Campylobacter_phage_PC14	332.24
Azospirillum_brasilense_strain_Az39	Caulobacter_phage_Cr30	398.65
Azospirillum_brasilense_strain_Az39	Cellulophaga_phage_phi17_2	157.9
Azospirillum_brasilense_strain_Az39	Cellulophaga_phage_phi38_1	644
Azospirillum_brasilense_strain_Az39	Citrobacter_phage_SH2	311.6
Azospirillum_brasilense_strain_Az39	Clostridium_phage_phiCT19406A	119
Azospirillum_brasilense_strain_Az39	Clostridium_phage_phiCT19406C	150.2
Azospirillum_brasilense_strain_Az39	Clostridium_phage_phiCTC2A	492.3
Azospirillum_brasilense_strain_Az39	Cronobacter_phage_phiES15	145.7
Azospirillum_brasilense_strain_Az39	Enterobacteria_phage_933W	169.8
Azospirillum_brasilense_strain_Az39	Enterobacteria_phage_GEC_3S_complete_genome_106	130.2
Azospirillum_brasilense_strain_Az39	Enterobacteriaphage_UAB_Phi87	127.8
Azospirillum_brasilense_strain_Az39	Escherichia_phage_KBNP1711	423.3
Azospirillum_brasilense_strain_Az39	Escherichia_phage_Lw1	128.2
