>k101_5349 flag=0 multi=8.5719 len=3771	3771
>k101_9450 flag=0 multi=210.5896 len=4696	4696
>k101_14413 flag=0 multi=6.1604 len=3892	3892
>k101_40435 flag=1 multi=6.4833 len=2828	2828
>k101_80328 flag=1 multi=8.2319 len=5711	5711
>k101_84538 flag=0 multi=11.9205 len=2593	2593
>k101_91851 flag=0 multi=7.4213 len=5888	5888
>k101_98977 flag=1 multi=4.7866 len=3077	3077
>k101_101321 flag=0 multi=6.2282 len=3672	3672
>k101_104016 flag=1 multi=4.1702 len=2545	2545
>k101_111955 flag=0 multi=11.0394 len=2560	2560
>k101_134558 flag=0 multi=5.4307 len=2743	2743
>k101_366 flag=0 multi=16.2860 len=3066	3066
>k101_450 flag=0 multi=6.9978 len=4721	4721
>k101_3427 flag=0 multi=28.3666 len=4149	4149
>k101_4787 flag=0 multi=29.5049 len=3442	3442
>k101_5515 flag=1 multi=5.0000 len=3720	3720
>k101_6401 flag=0 multi=4.9919 len=2565	2565
>k101_6639 flag=1 multi=4.0000 len=3023	3023
>k101_7731 flag=0 multi=4.9965 len=2964	2964
>k101_8139 flag=1 multi=6.0000 len=3703	3703
>k101_10473 flag=1 multi=4.0000 len=2690	2690
>k101_14504 flag=0 multi=9.3833 len=2997	2997
>k101_15034 flag=1 multi=6.0000 len=3212	3212
>k101_16440 flag=0 multi=10.2823 len=3190	3190
>k101_16651 flag=0 multi=17.7204 len=2926	2926
>k101_16909 flag=1 multi=4.0000 len=4044	4044
>k101_18351 flag=1 multi=3.0000 len=3946	3946
>k101_24404 flag=1 multi=3.0000 len=3316	3316
>k101_25266 flag=1 multi=6.0000 len=5069	5069
>k101_32031 flag=1 multi=481.0000 len=3268	3268
>k101_33981 flag=0 multi=8.7019 len=2694	2694
>k101_35193 flag=0 multi=10.5417 len=2881	2881
>k101_36351 flag=0 multi=182.1946 len=3318	3318
>k101_36540 flag=0 multi=8.8462 len=4360	4360
>k101_36648 flag=0 multi=22.9189 len=5252	5252
>k101_39955 flag=0 multi=4.0000 len=2878	2878
>k101_45327 flag=0 multi=14.0000 len=3009	3009
>k101_48444 flag=0 multi=15.0028 len=2608	2608
>k101_48819 flag=0 multi=6.9537 len=5759	5759
>k101_49629 flag=1 multi=5.0000 len=2732	2732
>k101_51112 flag=1 multi=3.0000 len=2591	2591
>k101_54171 flag=0 multi=129.0208 len=3654	3654
>k101_170 flag=0 multi=3.0034 len=3039	3039
>k101_475 flag=0 multi=8.0183 len=3979	3979
>k101_512 flag=0 multi=6.4621 len=4098	4098
>k101_614 flag=0 multi=15.6375 len=2788	2788
>k101_721 flag=0 multi=15.2552 len=4126	4126
>k101_925 flag=1 multi=9.7199 len=3571	3571
>k101_2946 flag=3 multi=107.0000 len=5487	5487
>k101_3482 flag=0 multi=10.8924 len=3819	3819
>k101_3711 flag=1 multi=4.0000 len=2783	2783
>k101_4092 flag=1 multi=4.3219 len=4466	4466
>k101_5098 flag=0 multi=7.0063 len=3269	3269
>k101_5180 flag=0 multi=6.5441 len=7384	7384
>k101_5446 flag=0 multi=7.3158 len=2672	2672
>k101_6342 flag=0 multi=5.2424 len=5995	5995
>k101_6528 flag=0 multi=7.0000 len=3432	3432
>k101_7339 flag=0 multi=14.8121 len=5263	5263
>k101_9586 flag=0 multi=7.0104 len=3768	3768
>k101_9669 flag=0 multi=5.0000 len=3864	3864
>k101_9794 flag=1 multi=97.7291 len=9937	9937
>k101_10019 flag=0 multi=5.0895 len=2560	2560
>k101_10381 flag=0 multi=6.2074 len=5463	5463
