V1	V2	mean
Acholeplasma_laidlawii_PG-8A	Acinetobacter_phage_Presley	285.8
Acholeplasma_laidlawii_PG-8A	Acinetobacter_phage_vB_AbaM_phiAbaA1	278.9
Acholeplasma_laidlawii_PG-8A	Azospirillum_phage_Cd	65.5
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Belinda	98.2
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_BigBertha	99.4
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Bobb	124
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phiAGATE	64.7
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phiNIT1_DNA	113.2
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Shbh1	79.7
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Slash	85.9
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Spock	121.7
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Staley	83.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Stills	81.6
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_vB_BtS_BMBtp3	78.4
Acholeplasma_laidlawii_PG-8A	Brochothrix_phage_A9	55.8
Acholeplasma_laidlawii_PG-8A	Brucella_phage_Tb	72.8
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi17_2	158.3
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi39_1	142.1
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi4_1	159.5
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_c_st	123.2
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_phiCT19406C	89.7
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_phiCT453A	76.6
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_phiCT453B	113.05
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_vB_CpeS_CP51	73.2
Acholeplasma_laidlawii_PG-8A	Croceibacter_phage_P2559Y	49.3
Acholeplasma_laidlawii_PG-8A	Cyanophage_P_TIM40	73.6
Acholeplasma_laidlawii_PG-8A	Cyanophage_PP	124
Acholeplasma_laidlawii_PG-8A	Enterobacteriaphage_UAB_Phi87	165.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_EC6	167.5
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_ECBP2	141
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_ECML_117	50.8
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_HY02	167.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_HY03	121.7
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_JH2	166.4
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_KBNP1711	140.6
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_SUSP2	159.8
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_vB_EcoM_Alf5	167.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_vB_EcoM_VpaE1	167.2
Acholeplasma_laidlawii_PG-8A	Geobacillus_phage_GBSV1	108.6
Acholeplasma_laidlawii_PG-8A	Gordonia_phage_GMA4	65.1
Acholeplasma_laidlawii_PG-8A	Helicobacter_phage_phiHP33	182.2
Acholeplasma_laidlawii_PG-8A	Idiomarinaceae_phage_1N2_2	78.6
Acholeplasma_laidlawii_PG-8A	Lactobacillus_phage_Ldl1	82
Acholeplasma_laidlawii_PG-8A	Lactobacillus_phage_phi_jlb1	72.8
Acholeplasma_laidlawii_PG-8A	Lactobacillus_phage_phiPYB5	89
Acholeplasma_laidlawii_PG-8A	Pectobacterium_phage_PP16	67.4
Acholeplasma_laidlawii_PG-8A	Phage_phiJL001	123.6
Acholeplasma_laidlawii_PG-8A	Prochlorococcus_phage_P_TIM68	77.4
Acholeplasma_laidlawii_PG-8A	Pseudomonas_phage_phiPsa374	46.2
Acholeplasma_laidlawii_PG-8A	Rhizobium_phage_RHEph10	191.8
Acholeplasma_laidlawii_PG-8A	Rhizobium_phage_vB_RleS_L338C	154.8
Acholeplasma_laidlawii_PG-8A	Roseobacter_phage_RDJL_Phi_1	87.8
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_9NA	54.7
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_BPS15Q2	167.2
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_SE2	49.3
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_SSU5	141.7
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_vB_SPuM_SP116	167.2
Acholeplasma_laidlawii_PG-8A	Staphylococcus_phage_phiBU01	135.6
Acholeplasma_laidlawii_PG-8A	Staphylococcus_phage_phiSa119	132.1
Acholeplasma_laidlawii_PG-8A	Streptococcus_phage_phi3396	53.1
Acholeplasma_laidlawii_PG-8A	Streptococcus_phage_phiARI0131_2	158.7
Acholeplasma_laidlawii_PG-8A	Streptococcus_phage_phiARI0923	43.9
Acholeplasma_laidlawii_PG-8A	Streptococcus_phage_phiNJ2	46.6
Acholeplasma_laidlawii_PG-8A	Streptococcus_phage_YMC_2011	79.55
Acholeplasma_laidlawii_PG-8A	Synechococcus_phage_S_CBS1	85.9
Acholeplasma_laidlawii_PG-8A	Synechococcus_phage_S_CRM01	57
Acholeplasma_laidlawii_PG-8A	Synechococcus_phage_S_MbCM100	76.45
Acholeplasma_laidlawii_PG-8A	Thermus_phage_TMA	101.3
Acholeplasma_laidlawii_PG-8A	Vibrio_phage_CP_T1	100.5
Acholeplasma_laidlawii_PG-8A	Vibrio_phage_pVp_1	54.3
Achromobacter_xylosoxidans_strain_MN001	Acinetobacter_phage_vB_AbaM_phiAbaA1	76.6
Achromobacter_xylosoxidans_strain_MN001	Alteromonas_phage_vB_AmaP_AD45_P1	77.2
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Bastille	129.8
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_BCP8_2	116.3
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Belinda	101.3
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_BigBertha	151.8
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Bobb	144.05
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Bp8p_C	145.05
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_CP_51	234.6
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Deep_Blue	167.5
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_JBP901	143.1
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_phiAGATE	103.6
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_phiNIT1_DNA	127.5
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Slash	90.5
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Spock	150.2
Achromobacter_xylosoxidans_strain_MN001	Bacillus_phage_Staley	90.5
Achromobacter_xylosoxidans_strain_MN001	Brucella_phage_BiPBO1	78.2
Achromobacter_xylosoxidans_strain_MN001	Burkholderia_phage_AH2	149.333333333333
Achromobacter_xylosoxidans_strain_MN001	Burkholderia_phage_KS5	59.3
Achromobacter_xylosoxidans_strain_MN001	Burkholderia_phage_KS9	228.014285714286
Achromobacter_xylosoxidans_strain_MN001	Cellulophaga_phage_phi17_2	50.1
Achromobacter_xylosoxidans_strain_MN001	Cellulophaga_phage_phi4_1	52
Achromobacter_xylosoxidans_strain_MN001	Cronobacter_phage_phiES15	138.25
Achromobacter_xylosoxidans_strain_MN001	Cyanophage_PSS2	57.4
Achromobacter_xylosoxidans_strain_MN001	Dinoroseobacter_phage_DFL12phi1	329.3
Achromobacter_xylosoxidans_strain_MN001	Enterobacter_phage_Tyrion	247.3
Achromobacter_xylosoxidans_strain_MN001	Enterobacteria_phage_Bp7	114.4
Achromobacter_xylosoxidans_strain_MN001	Enterobacteria_phage_phi92	89
Achromobacter_xylosoxidans_strain_MN001	Enterobacteria_phage_RB3	106.3
Achromobacter_xylosoxidans_strain_MN001	Enterobacteria_phage_vB_EcoS_NBD2	254
Achromobacter_xylosoxidans_strain_MN001	Enterococcus_phage_VD13	172.9
Achromobacter_xylosoxidans_strain_MN001	Erwinia_phage_phiEa2809	72.8
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_Av_05	87.4
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_ECBP2	80.1
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_ECML_117	308.1
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_HK75	273.56
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_HY03	106.3
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_KBNP1711	48.9
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_PBECO_4	140.95
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_phi191	96.3
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_phiV10	72.8
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_vB_EcoM_Alf5	54.7
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_vB_EcoS_FFH1	122.65
Achromobacter_xylosoxidans_strain_MN001	Escherichia_phage_YD_2008_s	200.875
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_1H	132.3
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_2A	132.3
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_6H	118.85
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_Fpv1	49.3
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_Fpv2	49.3
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_Fpv20	49.3
Achromobacter_xylosoxidans_strain_MN001	Flavobacterium_phage_Fpv3	49.3
Achromobacter_xylosoxidans_strain_MN001	Gordonia_phage_GMA3	100.5
Achromobacter_xylosoxidans_strain_MN001	Gordonia_phage_GMA6	257.3
Achromobacter_xylosoxidans_strain_MN001	Gordonia_phage_GMA7	75.1
Achromobacter_xylosoxidans_strain_MN001	Gordonia_phage_GTE7	75.1
Achromobacter_xylosoxidans_strain_MN001	Klebsiella_phage_KP36	322
Achromobacter_xylosoxidans_strain_MN001	Klebsiella_phage_PKP126	321.25
Achromobacter_xylosoxidans_strain_MN001	Klebsiella_phage_vB_KpnP_SU503	69.3
Achromobacter_xylosoxidans_strain_MN001	Lactobacillus_phage_Ldl1	151.4
Achromobacter_xylosoxidans_strain_MN001	Mannheimia_phage_vB_MhS_1152AP2	215.6
Achromobacter_xylosoxidans_strain_MN001	Mannheimia_phage_vB_MhS_535AP2	223.166666666667
Achromobacter_xylosoxidans_strain_MN001	Mannheimia_phage_vB_MhS_587AP2	214.566666666667
Achromobacter_xylosoxidans_strain_MN001	Marinomonas_phage_P12026	415.2
Achromobacter_xylosoxidans_strain_MN001	Paenibacillus_phage_Harrison	72.4
Achromobacter_xylosoxidans_strain_MN001	Pectobacterium_phage_phiTE	77.4
Achromobacter_xylosoxidans_strain_MN001	Pectobacterium_phage_PM1	112.1
Achromobacter_xylosoxidans_strain_MN001	Pelagibacter_phage_HTVC008M	189.5
Achromobacter_xylosoxidans_strain_MN001	Phage_Gifsy_1	218.933333333333
Achromobacter_xylosoxidans_strain_MN001	Phage_Gifsy_2	172.58
Achromobacter_xylosoxidans_strain_MN001	Prochlorococcus_phage_P_TIM68	58.5
Achromobacter_xylosoxidans_strain_MN001	Proteus_phage_vB_PmiM_Pm5461	164.5
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_DL54	50.1
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_DL60	198.55
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_DL64	125.675
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_DL68	199.5
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_H70	80.9
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_JBD44	318.2
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_JBD69	80.9
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_JBD93	80.9
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_MP42	80.9
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_MP48	82.4
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_O4	94.7
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_OBP	152.5
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_Pa2	128.633333333333
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PaBG	169.45
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PAE1	306.6
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PAK_P1	84.3
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PAK_P2	81.3
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PAK_P4	80.5
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PEV2	125.2
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_phi2	46.2
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_PhiPA3	201.4
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_phiPsa374	129.65
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_tf_complete_genome_28	48.9
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_vB_Pae_PS44	198.2
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_vB_PsyM_KIL1	127.1
Achromobacter_xylosoxidans_strain_MN001	Pseudomonas_phage_YMC11_02_R656	297.54
Achromobacter_xylosoxidans_strain_MN001	Psychrobacter_phage_Psymv2	170.2
Achromobacter_xylosoxidans_strain_MN001	Rhizobium_phage_RHEph10	290.2
Achromobacter_xylosoxidans_strain_MN001	Rhizobium_phage_vB_RglS_P106B	286.75
Achromobacter_xylosoxidans_strain_MN001	Rhizobium_phage_vB_RleS_L338C	440.3
Achromobacter_xylosoxidans_strain_MN001	Roseobacter_phage_RDJL_Phi_1	282.3
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_118970_sal2	136.333333333333
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_7_11	53.9
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_phSE_2	244.833333333333
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_SEN34	172.975
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_Shivani	171
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_SJ46	277.3
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_SPN1S	182.2
Achromobacter_xylosoxidans_strain_MN001	Salmonella_phage_SSU5	407.1
Achromobacter_xylosoxidans_strain_MN001	Shigella_phage_pSf_2	257.566666666667
Achromobacter_xylosoxidans_strain_MN001	Staphylococcus_phage_P108	171.4
Achromobacter_xylosoxidans_strain_MN001	Staphylococcus_phage_SPbeta_like	58.5
Achromobacter_xylosoxidans_strain_MN001	Streptococcus_phage_phiARI0131_1	58.9
Achromobacter_xylosoxidans_strain_MN001	Streptococcus_phage_phiARI0462	58.9
Achromobacter_xylosoxidans_strain_MN001	Streptococcus_phage_phiARI0468_4	54.3
Achromobacter_xylosoxidans_strain_MN001	Sulfitobacter_phage_NYA_2014a	71.2
Achromobacter_xylosoxidans_strain_MN001	Synechococcus_phage_S_CBP1	97.1
Achromobacter_xylosoxidans_strain_MN001	Synechococcus_phage_S_CBS2	122.85
Achromobacter_xylosoxidans_strain_MN001	Synechococcus_phage_S_CBS4	243.05
Achromobacter_xylosoxidans_strain_MN001	Synechococcus_phage_S_CRM01	52.8
Achromobacter_xylosoxidans_strain_MN001	Synechococcus_phage_S_PM2	55.5
Achromobacter_xylosoxidans_strain_MN001	Thermus_phage_TMA	245
Achromobacter_xylosoxidans_strain_MN001	Vibrio_phage_phi_3	157.9
Acinetobacter_baumannii_AB307-0294	Achromobacter_phage_phiAxp_1	151.4
Acinetobacter_baumannii_AB307-0294	Acinetobacter_phage_phiAC_1	79.7
Acinetobacter_baumannii_AB307-0294	Acinetobacter_phage_Presley	313.5
Acinetobacter_baumannii_AB307-0294	Acinetobacter_phage_vB_AbaM_phiAbaA1	307.233333333333
Acinetobacter_baumannii_AB307-0294	Acinetobacter_phage_vB_AbaS_TRS1	198
Acinetobacter_baumannii_AB307-0294	Acinetobacter_phage_YMC13_03_R2096	81.3
Acinetobacter_baumannii_AB307-0294	Alteromonas_phage_vB_AmaP_AD45_P1	99.95
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_AR9	84.7
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_CP_51	116.3
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Page	70.9
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Palmer	71.2
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_PM1_DNA	57.4
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Pony	71.6
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Slash	379.8
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Stahl	380.9
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Staley	372.9
Acinetobacter_baumannii_AB307-0294	Bacillus_phage_Stills	372.1
Acinetobacter_baumannii_AB307-0294	Bacteroides_phage_B40_8	54.3
Acinetobacter_baumannii_AB307-0294	Brochothrix_phage_A9	346.7
Acinetobacter_baumannii_AB307-0294	Brucella_phage_BiPBO1	105.5
Acinetobacter_baumannii_AB307-0294	Burkholderia_phage_KL1	156.8
Acinetobacter_baumannii_AB307-0294	Burkholderia_phage_KS9	185.3
Acinetobacter_baumannii_AB307-0294	Caulobacter_phage_Cr30	72.8
Acinetobacter_baumannii_AB307-0294	Cellulophaga_phage_phi12_1	124.4
Acinetobacter_baumannii_AB307-0294	Cellulophaga_phage_phi14_2	90.9
Acinetobacter_baumannii_AB307-0294	Cellulophaga_phage_phi17_1	122.9
Acinetobacter_baumannii_AB307-0294	Cellulophaga_phage_phi17_2	47.8
Acinetobacter_baumannii_AB307-0294	Cellulophaga_phage_phi18_1	122.9
Acinetobacter_baumannii_AB307-0294	Cellulophaga_phage_phi4_1	47.8
Acinetobacter_baumannii_AB307-0294	Clostridium_phage_phiCT9441A	274.6
Acinetobacter_baumannii_AB307-0294	Croceibacter_phage_P2559Y	136.7
Acinetobacter_baumannii_AB307-0294	Cronobacter_phage_CR8	182.966666666667
Acinetobacter_baumannii_AB307-0294	Cronobacter_phage_S13	152.35
Acinetobacter_baumannii_AB307-0294	Cyanophage_P_TIM40	319.3
Acinetobacter_baumannii_AB307-0294	Cyanophage_S_TIM5	132.5
Acinetobacter_baumannii_AB307-0294	Delftia_phage_RG_2014	54.3
Acinetobacter_baumannii_AB307-0294	Enterobacter_phage_PG7	261.5
Acinetobacter_baumannii_AB307-0294	Enterobacter_phage_phiEap_2	50.8
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_Bp7	201.05
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_IME08	273.5
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_phi92	299.3
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_RB3	126.7
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_RB68	261.9
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_Sf101	62
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_ST104_DNA	62.4
Acinetobacter_baumannii_AB307-0294	Enterobacteria_phage_vB_EcoS_NBD2	130.55
Acinetobacter_baumannii_AB307-0294	Enterobacteriaphage_UAB_Phi87	237.45
