V1	V2	mean
Acholeplasma_laidlawii_PG-8A	Achromobacter_phage_phiAxp_1	72.8
Acholeplasma_laidlawii_PG-8A	Acinetobacter_phage_Presley	285.8
Acholeplasma_laidlawii_PG-8A	Azospirillum_phage_Cd	64.7
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_AR9	440.85
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_BCP8_2	276.2
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Belinda	228.8
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_BigBertha	130.2
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Bobb	274.75
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_JBP901	218.8
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_PfEFR_5	62.8
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phiAGATE	274.725
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_phiNIT1_DNA	236.82
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Spock	136.3
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Staley	305.1
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_vB_BhaS_171	43.1
Acholeplasma_laidlawii_PG-8A	Bacillus_phage_Waukesha92	55.8
Acholeplasma_laidlawii_PG-8A	Brochothrix_phage_A9	55.1
Acholeplasma_laidlawii_PG-8A	Brucella_phage_Tb	72.8
Acholeplasma_laidlawii_PG-8A	Burkholderia_phage_KL3	65.9
Acholeplasma_laidlawii_PG-8A	Burkholderia_phage_KS5	67
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi13_2	62.4
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi14_2	329.3
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi17_2	158.3
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi18_3	46.2
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi19_3	46.2
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi4_1	159.5
Acholeplasma_laidlawii_PG-8A	Cellulophaga_phage_phi46_3	46.2
Acholeplasma_laidlawii_PG-8A	Clavibacter_phage_CN1A	63.9
Acholeplasma_laidlawii_PG-8A	Clostridium_phage_c_st	123.2
Acholeplasma_laidlawii_PG-8A	Enterobacter_phage_PG7	67.8
Acholeplasma_laidlawii_PG-8A	Enterobacteria_phage_GEC_3S_complete_genome_25	46.6
Acholeplasma_laidlawii_PG-8A	Enterobacteria_phage_Phi1	46.6
Acholeplasma_laidlawii_PG-8A	Enterobacteria_phage_phi92	98.6
Acholeplasma_laidlawii_PG-8A	Enterobacteria_phage_RB27	47.8
Acholeplasma_laidlawii_PG-8A	Enterobacteriaphage_UAB_Phi87	165.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_EC6	167.5
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_ECML_134	46.6
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_HY02	167.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_HY03	46.6
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_JH2	166.4
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_P13374	90.1
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_PA2	90.9
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_PhaxI	103.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_vB_EcoM_Alf5	167.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_vB_EcoM_UFV13	47.8
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_vB_EcoM_VpaE1	167.2
Acholeplasma_laidlawii_PG-8A	Escherichia_phage_vB_EcoS_FFH1	101.85
Acholeplasma_laidlawii_PG-8A	Geobacillus_phage_GBSV1	124.4
Acholeplasma_laidlawii_PG-8A	Helicobacter_phage_phiHP33	182.2
Acholeplasma_laidlawii_PG-8A	Idiomarinaceae_phage_1N2_2	78.6
Acholeplasma_laidlawii_PG-8A	Klebsiella_phage_PKO111	143.1
Acholeplasma_laidlawii_PG-8A	Klebsiella_phage_vB_KpnM_KpV477	49.3
Acholeplasma_laidlawii_PG-8A	Lactobacillus_phage_JCL1032	92
Acholeplasma_laidlawii_PG-8A	Lactococcus_phage_50101	124.4
Acholeplasma_laidlawii_PG-8A	Lactococcus_phage_63301	126.7
Acholeplasma_laidlawii_PG-8A	Lactococcus_phage_98201	124
Acholeplasma_laidlawii_PG-8A	Lactococcus_phage_phiL47	54.7
Acholeplasma_laidlawii_PG-8A	Mycobacterium_phage_Chy4	43.5
Acholeplasma_laidlawii_PG-8A	Mycobacterium_phage_Chy5	43.5
Acholeplasma_laidlawii_PG-8A	Paenibacillus_phage_Vegas	124.8
Acholeplasma_laidlawii_PG-8A	Pectobacterium_phage_phiTE	297.7
Acholeplasma_laidlawii_PG-8A	Phage_phiJL001	123.6
Acholeplasma_laidlawii_PG-8A	Prochlorococcus_phage_P_TIM68	67.75
Acholeplasma_laidlawii_PG-8A	Pseudoalteromonas_phage_PH1	139.4
Acholeplasma_laidlawii_PG-8A	Pseudoalteromonas_phage_Pq0	66.6
Acholeplasma_laidlawii_PG-8A	Pseudomonas_phage_CHA_P1	57.8
Acholeplasma_laidlawii_PG-8A	Pseudomonas_phage_phi2	57.4
Acholeplasma_laidlawii_PG-8A	Rhizobium_phage_RHEph10	191.8
Acholeplasma_laidlawii_PG-8A	Rhizobium_phage_vB_RleM_P10VF	128.3
Acholeplasma_laidlawii_PG-8A	Rhizobium_phage_vB_RleS_L338C	103.4
Acholeplasma_laidlawii_PG-8A	Roseobacter_phage_RDJL_Phi_1	67.95
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_BPS15Q2	167.2
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_SE2	49.3
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_Shivani	134
Acholeplasma_laidlawii_PG-8A	Salmonella_phage_SSU5	127.866666666667
Acholeplasma_laidlawii_PG-8A	Shigella_phage_pSs_1	47.8
Acholeplasma_laidlawii_PG-8A	Shigella_phage_Shf125875	52.8
Acholeplasma_laidlawii_PG-8A	Staphylococcus_phage_JS01	47.4
Acholeplasma_laidlawii_PG-8A	Staphylococcus_phage_phiPVL_CN125	47.4
Acholeplasma_laidlawii_PG-8A	Staphylococcus_phage_SPbeta_like	270
Acholeplasma_laidlawii_PG-8A	Streptococcus_phage_Dp_1	122.5
Acholeplasma_laidlawii_PG-8A	Streptomyces_phage_phiHau3	60.5
